url	first_seen	portal	title	company	status
https://jobs.ashbyhq.com/sierra/8646493c-93a6-482e-a810-4a0aa6e3438f	2026-06-05	playwright-scan	Software Engineer, Agent	sierra	added	Software Engineer, Agent  Agent Engineering • Munich • Full time • Remote
https://jobs.ashbyhq.com/perplexity/9ac5e638-85f6-4308-bcd5-7dfe0a30a79b	2026-06-05	playwright-scan	Member of Technical Staff (Backend Software Engineer, API Platform)	perplexity	added	Member of Technical Staff (Backend Software Engineer, API Platform)  AI • San Francisco; New York City • Full time • Hybrid  $250K – $405K • Offers Equity
https://jobs.ashbyhq.com/perplexity/aa511ea8-96e3-42ba-b28f-5e222170bcee	2026-06-05	playwright-scan	Member of Technical Staff (Forward Deployed Engineer, Applied AI)	perplexity	added	Member of Technical Staff (Forward Deployed Engineer, Applied AI)  AI • New York City; London; Palo Alto; San Francisco; Seattle • Full time • Hybrid  $205K – $335K • Offers Equity
https://jobs.ashbyhq.com/perplexity/7755eb0a-0f51-4286-b75e-591e44c741bc	2026-06-05	playwright-scan	Member of Technical Staff (Software Engineer, Data Flywheel)	perplexity	added	Member of Technical Staff (Software Engineer, Data Flywheel)  AI • London; Belgrade; Berlin; San Francisco • Full time • Hybrid
https://jobs.ashbyhq.com/perplexity/33a48d64-ba8c-444f-a41d-9c77c6c00320	2026-06-05	playwright-scan	Member of Technical Staff (Software Engineer, Enterprise Platform)	perplexity	added	Member of Technical Staff (Software Engineer, Enterprise Platform)  Product Engineering • San Francisco; New York City • Full time • Hybrid  $220K – $405K • Offers Equity
https://jobs.ashbyhq.com/perplexity/6c9b3c71-85ba-47db-bce5-44fd9fa95d03	2026-06-05	playwright-scan	Member of Technical Staff (Software Engineer, Security)	perplexity	added	Member of Technical Staff (Software Engineer, Security)  Security • San Francisco; London; New York City; Remote (United States); Serbia • Full time  $220K – $405K • Offers Equity
https://jobs.ashbyhq.com/claylabs/2eba1b88-d3d2-4c80-a506-b367d85110bd	2026-06-05	playwright-scan	Engineering Manager	clay	added	Engineering Manager  Engineering • New York; San Francisco • Full time • Hybrid  $175K – $300K • Offers Equity
https://jobs.ashbyhq.com/claylabs/248aa0c7-034f-47d3-a57e-ce16736eeab6	2026-06-05	playwright-scan	Software Engineer, Backend	clay	added	Software Engineer, Backend  Engineering • New York; San Francisco • Full time • Hybrid  $130K – $300K • Offers Equity
https://jobs.ashbyhq.com/claylabs/9b008b26-189b-45cf-83d8-fee117d32874	2026-06-05	playwright-scan	Software Engineer, Developer Experience (AI)	clay	added	Software Engineer, Developer Experience (AI)  Engineering • New York; San Francisco • Full time • Hybrid  $130K – $300K • Offers Equity
https://jobs.ashbyhq.com/claylabs/18a42bd0-5bff-4c8e-a403-fb79aad2c57b	2026-06-05	playwright-scan	Software Engineer, Frontend	clay	added	Software Engineer, Frontend  Engineering • New York; San Francisco • Full time • Hybrid  $130K – $300K • Offers Equity
https://jobs.ashbyhq.com/claylabs/045ce27d-8693-4402-86f6-2f09932cc777	2026-06-05	playwright-scan	Software Engineer, Full Stack	clay	added	Software Engineer, Full Stack  Engineering • New York; San Francisco • Full time • Hybrid  $130K – $300K • Offers Equity
https://jobs.ashbyhq.com/claylabs/3940ea40-4c11-40f5-b710-d770c88d0f1b	2026-06-05	playwright-scan	Software Engineer, Infrastructure	clay	added	Software Engineer, Infrastructure  Engineering • New York; San Francisco • Full time • Hybrid  $130K – $300K • Offers Equity
https://jobs.ashbyhq.com/claylabs/e43101dd-4e98-4c60-bc1b-adbbb38c7b15	2026-06-05	playwright-scan	GTM Engineer - CX	clay	added	GTM Engineer - CX  GTM - Ops • New York • Full time • Hybrid  $140K – $200K • Offers Equity
https://jobs.ashbyhq.com/claylabs/242be863-2f62-44a7-909d-6c351dee81d1	2026-06-05	playwright-scan	GTM Engineer - Ecosystem	clay	added	GTM Engineer - Ecosystem  GTM - Ops • New York • Full time • Hybrid  $140K – $200K • Offers Equity
https://jobs.ashbyhq.com/claylabs/d5c7f612-10e7-4080-8b8a-d51e70fff9c5	2026-06-05	playwright-scan	GTM Engineer - Seller Efficiency	clay	added	GTM Engineer - Seller Efficiency  GTM - Ops • New York • Full time • Hybrid  $140K – $180K • Offers Equity
https://jobs.ashbyhq.com/claylabs/6dc3e0b7-4846-41cf-9369-6c058b3fcbc2	2026-06-05	playwright-scan	Head of Solutions Engineering	clay	added	Head of Solutions Engineering  GTM - Ops • New York • Full time • Hybrid  $270K – $320K • Offers Equity
https://jobs.ashbyhq.com/claylabs/232ab8c1-36d7-4114-91c1-0f9c9e4064bc	2026-06-05	playwright-scan	Solutions Engineer	clay	added	Solutions Engineer  GTM - Ops • New York; San Francisco • Full time • Hybrid  $130K – $180K • Offers Equity
https://jobs.ashbyhq.com/claylabs/c4ad4fac-6778-4bfa-a23e-6e7c32fe48d1	2026-06-05	playwright-scan	Solutions Engineering Manager	clay	added	Solutions Engineering Manager  GTM - Sales • New York • Full time • Hybrid  $225K – $250K • Offers Equity
https://openai.com/careers/forward-deployed-engineer-fde-nyc	2026-06-05	websearch-discovery	Forward Deployed Engineer (FDE) - New York City	OpenAI	added	New York City, USA
https://openai.com/careers/forward-deployed-engineer-fde-sf	2026-06-05	websearch-discovery	Forward Deployed Engineer (FDE) - San Francisco	OpenAI	added	San Francisco, USA
https://openai.com/careers/forward-deployed-engineer-gov	2026-06-05	websearch-discovery	Forward Deployed Engineer, Gov	OpenAI	added	DC, Seattle, SF, USA
https://boards.greenhouse.io/retool/jobs/6214411003	2026-06-05	websearch-discovery	Deployed AI Engineer	Retool	added	San Francisco, USA
